image,labelled_fex,detected_fex,time
1192,happy,happy,0.07800470000074711
1197,happy,happy,0.07958859999780543
122,happy,fear,0.07042809999984456
1232,happy,happy,0.07847990000300342
1246,happy,fear,0.08953800000017509
1248,happy,happy,0.0666960000016843
1250,happy,happy,0.09668810000584926
1259,happy,happy,0.07465080000110902
126,happy,happy,0.081547200003115
1281,happy,sad,0.06482149999646936
1284,happy,sad,0.08184359999722801
1291,happy,happy,0.08338550000189571
1295,happy,happy,0.08215670000208775
1309,happy,happy,0.08779470000445144
1343,happy,happy,0.0882560999962152
1349,happy,happy,0.090218500001356
136,happy,neutral,0.08485120000113966
1374,happy,happy,0.07852830000047106
1417,happy,happy,0.08642130000225734
1432,happy,happy,0.08835409999301191
1437,happy,happy,0.0718942999956198
1446,happy,happy,0.09176420000585495
1448,happy,happy,0.08596489999763435
1451,happy,neutral,0.06595519999973476
1459,happy,happy,0.08357109999633394
1464,happy,neutral,0.08845680000376888
1468,happy,happy,0.0656442000035895
146,happy,happy,0.08761680000316119
1488,happy,happy,0.09582049999880837
1491,happy,happy,0.08189229999698
1501,happy,happy,0.22941079999873182
1517,happy,neutral,0.08024750000186032
151,happy,angry,0.08972240000002785
1541,happy,happy,0.08489879999979166
1545,happy,happy,0.09560599999531405
1549,happy,happy,0.09237189999839757
154,happy,happy,0.07831460000306834
1550,happy,neutral,0.06777819999842905
1561,happy,neutral,0.06720379999751458
1570,happy,happy,0.09961089999706019
1573,happy,happy,0.08702890000131447
1578,happy,happy,0.08225120000133757
157,happy,happy,0.06877030000032391
1580,happy,happy,0.08394460000272375
1581,happy,happy,0.08268229999521282
1600,happy,happy,0.06941569999617059
1603,happy,happy,0.08552830000553513
1610,happy,happy,0.08614600000146311
1618,happy,happy,0.07218690000445349
1625,happy,neutral,0.09245809999993071
1638,happy,fear,0.06816879999678349
1644,happy,happy,0.0789292999979807
1647,happy,happy,0.08475800000451272
1651,happy,happy,0.08522100000118371
1662,happy,happy,0.08457199999975273
1671,happy,happy,0.0665420000004815
1693,happy,fear,0.07881479999923613
16,happy,happy,0.0962022000021534
1700,happy,fear,0.08836199999495875
1706,happy,happy,0.08787819999997737
1714,happy,happy,0.0785459999970044
1729,happy,neutral,0.06850289999420056
1734,happy,happy,0.06611049999628449
1740,happy,happy,0.06630669999867678
1747,happy,happy,0.08192489999782993
1750,happy,fear,0.08638090000022203
1770,happy,happy,0.09318870000424795
1776,happy,happy,0.08232210000278428
1801,happy,happy,0.08867140000074869
180,happy,happy,0.08471029999782331
1812,happy,fear,0.08274589999928139
1824,happy,happy,0.07015680000040447
182,happy,happy,0.07982179999817163
1831,happy,happy,0.09256889999960549
1832,happy,fear,0.08920659999421332
1849,happy,happy,0.08549140000104671
185,happy,happy,0.0671991999988677
1879,happy,happy,0.07155100000090897
1884,happy,happy,0.07049450000340585
1888,happy,neutral,0.09401339999749325
1889,happy,happy,0.09119240000291029
1898,happy,happy,0.0841904999979306
1901,happy,happy,0.08718200000294019
193,happy,neutral,0.09331080000265501
1989,happy,happy,0.08700530000351137
1992,happy,happy,0.08735419999720762
1994,happy,happy,0.09244429999671411
1997,happy,happy,0.06823570000415202
2003,happy,happy,0.06775130000460194
2006,happy,happy,0.08585989999846788
2015,happy,happy,0.08547079999698326
2021,happy,sad,0.0664528000052087
2049,happy,happy,0.07930990000022575
2061,happy,happy,0.09508269999787444
2064,happy,fear,0.08307280000008177
2065,happy,happy,0.08187259999976959
2080,happy,happy,0.08714780000445899
2113,happy,fear,0.09312250000220956
2115,happy,happy,0.06580489999760175
2121,happy,happy,0.08287710000149673
2147,happy,happy,0.06513940000149887
2153,happy,happy,0.08400419999816222
2164,happy,neutral,0.08633339999505552
2167,happy,happy,0.0693297000034363
2177,happy,happy,0.06808930000261171
218,happy,happy,0.0680793999999878
2208,happy,happy,0.06790859999455279
2209,happy,happy,0.08243380000203615
2230,happy,happy,0.08196980000502663
2237,happy,happy,0.08738939999602735
2241,happy,neutral,0.0665175000031013
2242,happy,happy,0.07137599999987287
2255,happy,happy,0.06642299999657553
2271,happy,happy,0.06443939999735449
2280,happy,happy,0.06490050000138581
2282,happy,happy,0.0899617999966722
2285,happy,happy,0.0673289999976987
2300,happy,neutral,0.08478810000087833
2306,happy,happy,0.08304100000532344
2311,happy,happy,0.08961890000500716
2322,happy,happy,0.08258339999883901
2346,happy,happy,0.08457180000550579
2370,happy,happy,0.06806689999939408
2372,happy,happy,0.09016569999948842
2403,happy,happy,0.07909469999867724
2422,happy,happy,0.0906297999972594
2428,happy,happy,0.08239669999602484
2455,happy,happy,0.06659729999955744
2457,happy,happy,0.0667509000049904
2458,happy,happy,0.07402510000247275
2459,happy,happy,0.0853897999986657
2473,happy,happy,0.08468359999824315
2476,happy,happy,0.08435309999913443
2484,happy,happy,0.06846719999884954
2487,happy,fear,0.08612620000349125
2492,happy,sad,0.0871562999964226
249,happy,happy,0.08121079999546055
2507,happy,happy,0.09838380000292091
2521,happy,sad,0.08339809999597492
2534,happy,sad,0.09122860000206856
2542,happy,happy,0.09252179999748478
2543,happy,fear,0.06886589999339776
2564,happy,surprise,0.08641280000301776
256,happy,happy,0.06701839999732329
2580,happy,happy,0.0694017999994685
2584,happy,happy,0.08263299999816809
2589,happy,happy,0.08138739999412792
2598,happy,fear,0.09696360000089044
2601,happy,happy,0.08806449999974575
2615,happy,happy,0.07886239999788813
2622,happy,happy,0.08271859999513254
2681,happy,happy,0.06819469999754801
2684,happy,happy,0.0692613999999594
2690,happy,happy,0.08923959999810904
2699,happy,happy,0.06692840000323486
2713,happy,happy,0.09109239999816054
2714,happy,happy,0.09097769999789307
2721,happy,happy,0.06830900000204565
2732,happy,happy,0.09118589999707183
2746,happy,happy,0.09038240000518272
2754,happy,angry,0.08668349999788916
2756,happy,happy,0.082701300001645
2757,happy,happy,0.09195850000105565
2761,happy,neutral,0.08381560000270838
2766,happy,happy,0.06671979999373434
2778,happy,happy,0.09159509999881266
2780,happy,happy,0.06762779999553459
2787,happy,happy,0.08408529999724124
2805,happy,happy,0.09130960000038613
2808,happy,sad,0.0807009000054677
2813,happy,happy,0.09082699999999022
2838,happy,happy,0.08074759999726666
2843,happy,happy,0.07754399999976158
2858,happy,neutral,0.08379620000050636
2872,happy,happy,0.08356099999946309
2891,happy,happy,0.08882970000558998
2896,happy,happy,0.09675630000128876
2898,happy,happy,0.0869918999960646
2904,happy,happy,0.0912255000002915
2921,happy,happy,0.0819134000048507
2970,happy,happy,0.08726040000328794
297,happy,happy,0.0819203999999445
2990,happy,happy,0.07069159999809926
3012,happy,happy,0.09271050000097603
3020,happy,happy,0.06835159999900497
3027,happy,fear,0.09939630000008037
3046,happy,happy,0.09127839999564458
3051,happy,happy,0.09438860000227578
3053,happy,neutral,0.08568919999379432
3076,happy,happy,0.08493929999531247
3082,happy,neutral,0.06877269999677083
3083,happy,happy,0.07874380000430392
3090,happy,neutral,0.07034930000372697
310,happy,happy,0.08194959999673301
3133,happy,happy,0.0873790999976336
3136,happy,happy,0.08747620000212919
3139,happy,happy,0.0688356999962707
3165,happy,happy,0.08383429999958025
3172,happy,happy,0.06730300000344869
3181,happy,happy,0.08865639999567065
3189,happy,happy,0.08449609999661334
3204,happy,happy,0.09402020000561606
3209,happy,angry,0.07044400000449969
3212,happy,happy,0.06539650000195252
3235,happy,fear,0.09128010000131326
3237,happy,happy,0.07846879999851808
3241,happy,happy,0.08075729999836767
3254,happy,happy,0.08344599999691127
3280,happy,surprise,0.14202669999940554
3282,happy,happy,0.0937435000014375
3294,happy,happy,0.08585319999838248
3297,happy,happy,0.07076640000013867
3332,happy,happy,0.08781560000352329
3337,happy,neutral,0.06741750000219326
3341,happy,neutral,0.07525770000211196
3346,happy,happy,0.08339989999512909
3351,happy,happy,0.07737569999881089
3357,happy,happy,0.08493730000191135
335,happy,happy,0.07207320000452455
337,happy,happy,0.07728320000023814
3383,happy,happy,0.06849270000384422
3398,happy,happy,0.07997389999945881
3399,happy,sad,0.07172390000050655
3407,happy,happy,0.08340229999885196
3428,happy,neutral,0.08445130000473
3446,happy,happy,0.06974780000018654
3447,happy,angry,0.08527520000643563
3449,happy,happy,0.09884449999663047
3472,happy,happy,0.08568799999920884
3482,happy,neutral,0.07613780000247061
3485,happy,fear,0.0849127999972552
3491,happy,happy,0.08194490000460064
3492,happy,happy,0.07689709999976913
349,happy,surprise,0.08069970000360627
3500,happy,happy,0.0903695000015432
3503,happy,happy,0.08859300000040093
3509,happy,sad,0.08323830000153976
350,happy,happy,0.0839064000028884
3546,happy,happy,0.069031899998663
357,happy,neutral,0.08057269999699201
3580,happy,happy,0.0825254999945173
3598,happy,happy,0.08675740000035148
35,happy,happy,0.08662599999661325
3601,happy,happy,0.0841532999984338
361,happy,angry,0.08318589999544201
362,happy,happy,0.08786980000149924
3649,happy,happy,0.07979950000299141
3652,happy,happy,0.06994999999733409
3655,happy,sad,0.07257709999976214
3656,happy,happy,0.0701413999995566
3660,happy,happy,0.06925239999691257
3665,happy,neutral,0.09193420000519836
3666,happy,happy,0.067898300003435
3671,happy,happy,0.06874999999854481
3677,happy,happy,0.08691440000256989
3688,happy,happy,0.0651097999943886
3697,happy,happy,0.08624269999563694
3700,happy,happy,0.09106430000247201
3703,happy,happy,0.07972690000315197
3708,happy,happy,0.08826190000399947
3727,happy,happy,0.06993959999817889
3729,happy,happy,0.06664070000260836
3730,happy,happy,0.08842840000579599
3733,happy,happy,0.09363540000049397
3755,happy,neutral,0.07380099999863887
3759,happy,fear,0.0837381999954232
375,happy,happy,0.0677441000007093
3766,happy,happy,0.06949829999939539
376,happy,happy,0.07938720000674948
3771,happy,happy,0.06728920000023209
3772,happy,happy,0.08765690000291215
377,happy,fear,0.08280129999911878
3797,happy,neutral,0.07337489999918034
3798,happy,happy,0.08683449999807635
3827,happy,fear,0.08270250000350643
3846,happy,happy,0.06704680000257213
384,happy,happy,0.07978329999605194
3854,happy,happy,0.06863739999971585
3869,happy,happy,0.07870819999516243
3877,happy,happy,0.07871090000116965
387,happy,neutral,0.08696629999758443
3887,happy,happy,0.09433469999930821
3891,happy,happy,0.08350719999725698
3899,happy,happy,0.08803179999813437
3912,happy,happy,0.06957300000067335
3920,happy,happy,0.08781900000030873
3965,happy,happy,0.08176969999476569
3993,happy,happy,0.07713170000351965
3995,happy,neutral,0.09724740000092424
4008,happy,happy,0.0685933000058867
4011,happy,neutral,0.07492839999758871
4016,happy,happy,0.08334289999766042
4022,happy,neutral,0.06960170000093058
4041,happy,happy,0.089749099999608
4071,happy,happy,0.06524429999990389
4077,happy,happy,0.06507649999548448
4080,happy,happy,0.09395260000019334
4105,happy,sad,0.07112729999789735
4121,happy,happy,0.08288360000005923
4136,happy,happy,0.08886830000119517
4147,happy,happy,0.0663492999956361
4163,happy,sad,0.08634080000047106
4173,happy,happy,0.08464880000246922
4176,happy,neutral,0.0707064999951399
4178,happy,happy,0.08261050000146497
417,happy,neutral,0.08836130000418052
4194,happy,happy,0.07673269999941112
4217,happy,neutral,0.06927379999979166
4220,happy,fear,0.07024129999626894
4221,happy,fear,0.09224489999905927
4225,happy,happy,0.09592749999865191
4230,happy,fear,0.08670989999518497
4244,happy,happy,0.09331240000028629
4252,happy,sad,0.08918609999818727
4259,happy,fear,0.0866944000008516
4260,happy,happy,0.08885649999865564
4277,happy,happy,0.06690639999578707
4293,happy,sad,0.08276769999793032
4296,happy,happy,0.08098440000321716
4303,happy,happy,0.08431410000048345
4318,happy,happy,0.06673910000245087
4323,happy,sad,0.08423079999920446
4327,happy,happy,0.08498649999819463
4352,happy,happy,0.06784230000630487
4357,happy,neutral,0.06816729999991367
4365,happy,happy,0.08882119999907445
438,happy,happy,0.07258729999739444
4395,happy,happy,0.08021600000211038
4404,happy,happy,0.06993409999995492
4418,happy,neutral,0.09073820000048727
441,happy,happy,0.08993909999844618
4426,happy,happy,0.0681477999969502
4431,happy,happy,0.06714989999454701
4437,happy,happy,0.06522409999888623
4441,happy,neutral,0.08357819999946514
4451,happy,happy,0.08599599999433849
4479,happy,happy,0.0822684999948251
4481,happy,neutral,0.07896669999900041
4505,happy,sad,0.08426719999988563
450,happy,happy,0.08356699999421835
4512,happy,happy,0.09593479999603005
4527,happy,happy,0.06954039999982342
4529,happy,fear,0.0823342000003322
4532,happy,happy,0.08208220000233268
4536,happy,happy,0.07428649999928894
4558,happy,happy,0.08158819999516709
4561,happy,happy,0.08753140000044368
456,happy,happy,0.07241490000160411
4575,happy,happy,0.06715499999700114
4587,happy,happy,0.08827919999748701
4597,happy,happy,0.06638470000325469
460,happy,happy,0.09191570000257343
4610,happy,angry,0.06687270000111312
4613,happy,sad,0.07063089999428485
4618,happy,neutral,0.08270260000426788
4639,happy,neutral,0.08572070000082022
4641,happy,happy,0.08113510000112001
4652,happy,fear,0.07974929999909364
4654,happy,happy,0.07049710000137566
465,happy,fear,0.09431970000150613
4671,happy,happy,0.08610390000103507
4680,happy,happy,0.09658130000025267
4704,happy,happy,0.09018509999441449
4719,happy,happy,0.0700423000016599
4720,happy,happy,0.08753910000086762
4722,happy,happy,0.0905373999994481
4725,happy,fear,0.08773769999970682
4754,happy,happy,0.07772690000274451
4775,happy,happy,0.09096039999712957
4782,happy,happy,0.09251970000332221
4783,happy,happy,0.08610520000365796
478,happy,happy,0.08818820000306005
4796,happy,happy,0.08999730000505224
4836,happy,happy,0.09005210000032093
4875,happy,happy,0.06762210000306368
4893,happy,happy,0.08129929999995511
489,happy,sad,0.06486800000129733
4911,happy,happy,0.09163850000186358
4921,happy,happy,0.0807691000009072
492,happy,happy,0.06668699999863748
4940,happy,happy,0.08596789999864995
495,happy,happy,0.06705779999902006
4964,happy,happy,0.08369940000557108
4967,happy,neutral,0.0689185000010184
5005,happy,happy,0.0859584999998333
5006,happy,happy,0.08442590000049677
5029,happy,neutral,0.0762343000023975
5046,happy,fear,0.07841650000045775
5057,happy,fear,0.088184000000183
5058,happy,happy,0.07468299999891315
5071,happy,happy,0.06604950000473764
5073,happy,happy,0.07009649999963585
5110,happy,happy,0.09713190000184113
511,happy,happy,0.08383100000355626
5129,happy,happy,0.08780889999616193
5150,happy,happy,0.0803812999947695
516,happy,fear,0.08242800000152783
5174,happy,sad,0.06347229999664705
5176,happy,happy,0.09264819999953033
517,happy,happy,0.08387809999840101
5183,happy,happy,0.09088880000490462
5190,happy,sad,0.08633379999810131
51,happy,happy,0.08565980000275886
523,happy,happy,0.0694669000004069
5240,happy,happy,0.07826100000238512
5245,happy,happy,0.08850539999548346
5248,happy,happy,0.08632899999793153
5283,happy,happy,0.07011010000132956
5287,happy,happy,0.0949994999973569
5288,happy,happy,0.06954620000033174
5293,happy,happy,0.09085030000278493
5326,happy,happy,0.08955770000466146
5353,happy,happy,0.08706720000191126
5370,happy,fear,0.08255300000018906
537,happy,happy,0.08756970000104047
5387,happy,surprise,0.08864970000286121
5400,happy,happy,0.08676030000060564
5404,happy,neutral,0.08918500000436325
5405,happy,neutral,0.07156840000243392
5414,happy,happy,0.07191559999773744
5416,happy,happy,0.0654248999999254
5419,happy,happy,0.09741519999806769
5440,happy,happy,0.09258499999850756
5454,happy,happy,0.08114120000391267
5455,happy,happy,0.09069959999760613
5462,happy,happy,0.08598270000220509
5469,happy,neutral,0.08165390000067418
5475,happy,sad,0.08477599999605445
557,happy,angry,0.08626319999893894
571,happy,happy,0.08129560000088532
581,happy,happy,0.08119689999875845
589,happy,happy,0.0794376000048942
604,happy,happy,0.09195119999640156
614,happy,happy,0.08527129999856697
620,happy,happy,0.0869715000008
630,happy,happy,0.0913278999942122
636,happy,happy,0.09354230000462849
63,happy,neutral,0.07043029999476857
643,happy,happy,0.06750350000220351
646,happy,happy,0.09061259999725735
648,happy,sad,0.08375689999957103
657,happy,happy,0.08514739999372978
658,happy,neutral,0.06869500000175321
660,happy,happy,0.09513779999542749
66,happy,happy,0.07794759999524103
671,happy,happy,0.06720900000073016
681,happy,happy,0.08024599999771453
684,happy,happy,0.06872679999651155
686,happy,happy,0.07711120000021765
693,happy,happy,0.0678224000002956
703,happy,happy,0.075195999997959
717,happy,happy,0.08367290000023786
720,happy,happy,0.08218379999743775
725,happy,happy,0.06748269999661716
743,happy,sad,0.08347490000596736
763,happy,happy,0.06732969999575289
791,happy,happy,0.06730400000378722
794,happy,sad,0.06725520000327379
817,happy,happy,0.06711039999936474
827,happy,happy,0.0829751999990549
828,happy,happy,0.08671790000516921
831,happy,happy,0.1043128000019351
838,happy,sad,0.07860329999675741
83,happy,happy,0.06703570000536274
840,happy,angry,0.06897960000060266
844,happy,happy,0.08931630000006407
851,happy,happy,0.06652010000107111
875,happy,happy,0.08021110000117915
881,happy,happy,0.07618599999841535
892,happy,happy,0.09130480000021635
895,happy,neutral,0.09097759999713162
898,happy,happy,0.08722359999956097
89,happy,angry,0.08300859999872046
939,happy,happy,0.06577609999658307
945,happy,happy,0.08869989999948302
953,happy,sad,0.06682290000026114
95,happy,happy,0.0692272000014782
964,happy,happy,0.07019489999947837
972,happy,happy,0.08750270000018645
984,happy,happy,0.07397510000009788
986,happy,happy,0.07830459999968298
990,happy,happy,0.0706112000043504
994,happy,happy,0.10179860000062035
995,happy,happy,0.08747089999815216
0,neutral,sad,0.09069280000403523
1001,neutral,neutral,0.06713990000571357
1017,neutral,neutral,0.08937049999804003
1019,neutral,neutral,0.06841630000417354
1025,neutral,neutral,0.07195149999461137
1026,neutral,fear,0.06866599999921164
1029,neutral,neutral,0.084208000000217
1032,neutral,neutral,0.0826147999978275
1039,neutral,neutral,0.06853559999581194
1041,neutral,neutral,0.07325390000187326
1050,neutral,fear,0.07226280000031693
1103,neutral,surprise,0.06515720000606962
1106,neutral,fear,0.08753750000323635
1109,neutral,neutral,0.07212950000393903
1125,neutral,happy,0.08686770000349497
1132,neutral,neutral,0.06862610000098357
1141,neutral,neutral,0.09856050000234973
1146,neutral,neutral,0.081465000002936
1155,neutral,happy,0.0689870999995037
1159,neutral,fear,0.08806349999940721
1161,neutral,happy,0.08342080000147689
1199,neutral,neutral,0.1007233999989694
119,neutral,neutral,0.09285159999853931
1200,neutral,sad,0.08608339999773307
1201,neutral,neutral,0.08454460000211839
1224,neutral,happy,0.09448439999687253
1235,neutral,neutral,0.08370219999778783
1242,neutral,sad,0.06814640000084182
1244,neutral,neutral,0.07077230000140844
1263,neutral,neutral,0.09511499999644002
1276,neutral,sad,0.08647999999811873
1282,neutral,neutral,0.09474179999961052
128,neutral,happy,0.06480509999528294
1299,neutral,fear,0.0903013999995892
1301,neutral,neutral,0.07007610000437126
1304,neutral,disgust,0.08685500000137836
1310,neutral,fear,0.0874753999960376
1318,neutral,fear,0.08025320000160718
1331,neutral,neutral,0.08866580000176327
1335,neutral,neutral,0.06729569999879459
1341,neutral,angry,0.0839503999959561
1342,neutral,neutral,0.09231279999949038
135,neutral,neutral,0.0936684000043897
1370,neutral,happy,0.08640569999988656
1388,neutral,neutral,0.08749180000449996
1407,neutral,fear,0.09089619999576826
1414,neutral,neutral,0.08701680000376655
1415,neutral,surprise,0.09279380000225501
1418,neutral,sad,0.08656609999889042
1443,neutral,neutral,0.0748403999969014
1456,neutral,happy,0.08497100000386126
1458,neutral,neutral,0.08404329999757465
1460,neutral,fear,0.09351609999430366
1462,neutral,sad,0.09073100000387058
1472,neutral,neutral,0.08618959999876097
147,neutral,neutral,0.08212739999726182
1505,neutral,sad,0.08206929999869317
1506,neutral,fear,0.08810510000330396
1509,neutral,fear,0.08389049999823328
150,neutral,neutral,0.07753809999849182
1532,neutral,neutral,0.0670592000024044
1560,neutral,sad,0.08485079999809386
1576,neutral,fear,0.06518120000691852
1587,neutral,neutral,0.06743370000185678
158,neutral,happy,0.08346719999826746
1591,neutral,neutral,0.08579209999879822
1606,neutral,angry,0.07932430000073509
1623,neutral,neutral,0.08827550000569317
1624,neutral,sad,0.06623219999892171
1635,neutral,neutral,0.099527999998827
1640,neutral,neutral,0.09668599999713479
1643,neutral,neutral,0.08986369999911403
1655,neutral,neutral,0.08759730000019772
165,neutral,happy,0.08315220000076806
1661,neutral,neutral,0.0854682999997749
1663,neutral,fear,0.08354780000081519
1664,neutral,neutral,0.09323790000053123
1677,neutral,sad,0.06536120000237133
1686,neutral,neutral,0.08404320000408916
1692,neutral,happy,0.08441479999601142
171,neutral,neutral,0.08897360000264598
1725,neutral,neutral,0.06964989999687532
173,neutral,sad,0.06717669999488862
1743,neutral,sad,0.07691129999875557
1744,neutral,neutral,0.06818740000016987
1752,neutral,disgust,0.08750580000196351
1760,neutral,neutral,0.06509829999413341
1786,neutral,fear,0.09005969999998342
1808,neutral,sad,0.07949959999677958
1817,neutral,neutral,0.06622490000154357
1843,neutral,sad,0.06817839999712305
184,neutral,neutral,0.0898589999997057
1851,neutral,angry,0.09053670000139391
1856,neutral,neutral,0.08869899999990594
1861,neutral,happy,0.09003409999422729
1867,neutral,sad,0.06936439999844879
1871,neutral,neutral,0.08196270000189543
1875,neutral,sad,0.08748099999502301
1891,neutral,neutral,0.08458989999780897
1894,neutral,disgust,0.08938029999990249
189,neutral,happy,0.08679619999747956
1904,neutral,sad,0.08434940000006463
1905,neutral,neutral,0.07022490000235848
1909,neutral,sad,0.08270899999479298
1918,neutral,happy,0.08110010000382317
1929,neutral,fear,0.08510080000269227
1936,neutral,angry,0.06772050000290619
1938,neutral,neutral,0.09091289999923902
1949,neutral,neutral,0.08426219999819295
1958,neutral,sad,0.08669999999983702
1959,neutral,neutral,0.06739560000278288
1981,neutral,neutral,0.0776454000006197
1987,neutral,angry,0.09306420000211801
1990,neutral,fear,0.06765140000061365
1993,neutral,neutral,0.0681821999969543
1,neutral,sad,0.07953399999678368
2022,neutral,neutral,0.06989499999326654
2023,neutral,neutral,0.09133460000157356
2036,neutral,neutral,0.08097389999602456
2042,neutral,angry,0.06639459999860264
2054,neutral,fear,0.07911189999867929
2060,neutral,neutral,0.09070380000048317
2062,neutral,neutral,0.08814810000330908
2087,neutral,sad,0.08048479999706615
2104,neutral,neutral,0.0895578999989084
2105,neutral,neutral,0.06744919999619015
2108,neutral,neutral,0.08901620000688126
2109,neutral,neutral,0.0873725999990711
2112,neutral,happy,0.09024770000542048
2143,neutral,neutral,0.08122259999800008
214,neutral,neutral,0.09533920000103535
2160,neutral,sad,0.0654525999998441
2169,neutral,happy,0.08294159999786643
2170,neutral,neutral,0.08905769999546465
2187,neutral,neutral,0.06610480000381358
2201,neutral,happy,0.08214049999514828
2203,neutral,happy,0.09481000000232598
2204,neutral,happy,0.0858483999982127
2224,neutral,neutral,0.09252570000535343
2243,neutral,neutral,0.10253549999470124
2248,neutral,neutral,0.08164399999805028
2258,neutral,neutral,0.09429520000412595
2277,neutral,surprise,0.07924040000216337
2288,neutral,happy,0.0704358000002685
2293,neutral,neutral,0.08181100000365404
2314,neutral,neutral,0.06843990000197664
2326,neutral,fear,0.08809540000220295
2328,neutral,surprise,0.08584669999981998
2343,neutral,sad,0.07037190000119153
2345,neutral,angry,0.07972999999765307
2353,neutral,neutral,0.09178840000095079
2361,neutral,neutral,0.09206770000309916
2374,neutral,neutral,0.09616400000231806
2379,neutral,neutral,0.06929690000106348
2398,neutral,sad,0.07178069999645231
2427,neutral,fear,0.08446369999728631
2433,neutral,neutral,0.09028330000001006
2434,neutral,neutral,0.0707951000003959
2452,neutral,neutral,0.08192750000307569
2478,neutral,fear,0.07281099999818252
2482,neutral,sad,0.0881121999991592
248,neutral,neutral,0.07000130000233185
2490,neutral,neutral,0.06750309999915771
2498,neutral,neutral,0.09109280000120634
2520,neutral,happy,0.0684596999999485
2568,neutral,angry,0.06557690000045113
2576,neutral,neutral,0.09544119999918621
2595,neutral,sad,0.08231259999593021
2603,neutral,neutral,0.08801520000270102
2628,neutral,happy,0.06809459999931278
2638,neutral,fear,0.08711829999811016
2648,neutral,sad,0.0787625000011758
2658,neutral,neutral,0.06856759999936912
2660,neutral,neutral,0.08433829999557929
2665,neutral,happy,0.08346539999911329
2669,neutral,neutral,0.08681559999968158
2686,neutral,sad,0.07424249999894528
2689,neutral,sad,0.08118900000408757
2704,neutral,neutral,0.0650584999966668
2719,neutral,neutral,0.08074119999946561
2729,neutral,neutral,0.06668569999601459
2738,neutral,sad,0.08629859999928158
2752,neutral,happy,0.06828749999840511
2758,neutral,fear,0.08563049999793293
276,neutral,neutral,0.08690540000679903
2771,neutral,neutral,0.08952520000457298
2775,neutral,sad,0.08974030000536004
280,neutral,surprise,0.08978529999876628
2818,neutral,neutral,0.08845440000004601
2834,neutral,neutral,0.09621530000003986
2842,neutral,sad,0.0802929999990738
2845,neutral,sad,0.07048270000086632
2850,neutral,fear,0.07162439999956405
2862,neutral,sad,0.08312659999501193
2866,neutral,neutral,0.08313769999949727
2873,neutral,fear,0.09107100000255741
2890,neutral,neutral,0.08270859999902314
2903,neutral,surprise,0.08678479999798583
2909,neutral,happy,0.08426340000005439
2934,neutral,neutral,0.06956949999585049
2941,neutral,neutral,0.06968119999510236
2950,neutral,sad,0.07443429999693763
2962,neutral,neutral,0.08504959999845596
2971,neutral,angry,0.0693089999986114
2977,neutral,sad,0.07858349999878556
2988,neutral,sad,0.07740789999661501
3001,neutral,sad,0.06790700000419747
3028,neutral,neutral,0.0725592000017059
3033,neutral,fear,0.08966859999782173
3038,neutral,happy,0.08100159999594325
3052,neutral,happy,0.06989510000130394
3071,neutral,neutral,0.09291319999465486
3077,neutral,neutral,0.24075140000059037
3089,neutral,fear,0.09666220000508474
3109,neutral,neutral,0.09148750000167638
3115,neutral,surprise,0.08781910000107018
3127,neutral,sad,0.06622729999799049
3132,neutral,neutral,0.09194329999445472
3141,neutral,neutral,0.09263590000045951
3145,neutral,neutral,0.09367539999948349
3157,neutral,fear,0.08787060000031488
3173,neutral,fear,0.07458519999636337
3176,neutral,neutral,0.0665112000060617
3185,neutral,sad,0.0842904000019189
31,neutral,neutral,0.08481490000121994
3203,neutral,happy,0.08018680000532186
320,neutral,neutral,0.0885097999998834
3217,neutral,neutral,0.06591840000328375
3218,neutral,neutral,0.09844370000064373
321,neutral,fear,0.08649940000032075
3220,neutral,fear,0.08410939999885159
3227,neutral,fear,0.09061890000157291
3244,neutral,fear,0.08719059999566525
3262,neutral,neutral,0.06766590000188444
3275,neutral,neutral,0.09241239999391837
3276,neutral,neutral,0.08499709999887273
3286,neutral,sad,0.06574539999564877
3306,neutral,fear,0.09087970000109635
331,neutral,neutral,0.07158799999888288
3333,neutral,neutral,0.08941069999855245
3338,neutral,sad,0.06979490000230726
3340,neutral,neutral,0.07360920000064652
3354,neutral,neutral,0.07074299999658251
3371,neutral,angry,0.09046980000130134
3374,neutral,sad,0.08990159999666503
3379,neutral,fear,0.06646149999869522
3400,neutral,neutral,0.09572579999803565
3408,neutral,neutral,0.06976140000188025
3413,neutral,neutral,0.08533059999899706
3459,neutral,surprise,0.0682368999987375
3473,neutral,neutral,0.08370960000320338
3480,neutral,neutral,0.06790710000495892
3483,neutral,sad,0.07784259999607457
3502,neutral,neutral,0.08691779999935534
3527,neutral,neutral,0.09198330000072019
3529,neutral,neutral,0.08554970000113826
3534,neutral,happy,0.08532340000238037
3539,neutral,neutral,0.08625500000198372
3571,neutral,fear,0.08889230000204407
3584,neutral,neutral,0.08873250000033295
360,neutral,neutral,0.08671250000043074
3625,neutral,angry,0.06955000000016298
3636,neutral,neutral,0.08921989999362268
3637,neutral,sad,0.07849820000410546
3639,neutral,angry,0.06901559999823803
3654,neutral,sad,0.06798249999701511
3659,neutral,neutral,0.10322610000002896
365,neutral,neutral,0.14999429999443237
3663,neutral,neutral,0.08800820000033127
3668,neutral,happy,0.07192339999892283
3669,neutral,neutral,0.06632109999918612
3680,neutral,sad,0.07602939999924274
3704,neutral,fear,0.08183819999976549
3718,neutral,neutral,0.06787469999835594
